tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,known_pathogen
3034002,2,3034002,Pallidibacillus,"",bacteria,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,75.0,36.0,10^-7.05849,,,,,[2703818],0
2703818,1,3034002,Pallidibacillus pasinlerensis,"",bacteria,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,75.0,36.0,10^-7.05849,,,,,,0
2974257,2,2974257,Hoylesella,"",bacteria,false,,,,,,,,,,,,,,,,6.180966332276388,2,,,100.0,41.5,10^-19.2074,,,,,[407975],0
407975,1,2974257,Hoylesella pleuritidis,"",bacteria,false,,,,,,,,,,,,,,,,6.180966332276388,2,,,100.0,41.5,10^-19.2074,,,,,,0
2964429,2,2964429,Candida/Metschnikowiaceae,"",eukaryota,false,,,,3.090483166138194,1,,,88.333,120.0,10^-50.1295,,,,,,,,,,,,,,,,,[498019],1
498019,1,2964429,[Candida] auris,"",eukaryota,false,,,,3.090483166138194,1,,,88.333,120.0,10^-50.1295,,,,,,,,,,,,,,,,,,1
2948734,2,2948734,Gylbovirus,"",viruses,false,,,,,,,,,,,,,,,,6.180966332276388,2,,,71.3,30.5,10^-3.80098,,,,,[2955967],0
2955967,1,2948734,Gylbovirus aagae,"",viruses,false,,,,,,,,,,,,,,,,6.180966332276388,2,,,71.3,30.5,10^-3.80098,,,,,,0
2884239,2,2884239,Exephanes,"",eukaryota,false,,,,21.633382162967358,7,,,89.6629,64.7143,10^-21.3213,,,,,,,,,,,,,,,,,[2884240],0
2884240,1,2884239,Exephanes ischioxanthus,"",eukaryota,false,,,,21.633382162967358,7,,,89.6629,64.7143,10^-21.3213,,,,,,,,,,,,,,,,,,0
2842863,2,2842863,Merhavirus,"",viruses,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,64.6,48.0,10^-13.4248,,,,,[2845583],0
2845583,1,2842863,Merhavirus merida,"",viruses,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,64.6,48.0,10^-13.4248,,,,,,0
2834378,2,2834378,Entomospira,"",bacteria,false,,,,6.180966332276388,2,,,97.351,151.0,10^-85.0252,,,,,,,,,,,,,,,,,[2719989],0
2719989,1,2834378,Entomospira culicis,"",bacteria,false,,,,6.180966332276388,2,,,97.351,151.0,10^-85.0252,,,,,,,,,,,,,,,,,,0
2807511,2,2807511,Humisphaera,"",bacteria,false,,,,3.090483166138194,1,,,91.391,151.0,10^-72.6739,,,,,,,,,,,,,,,,,[2807512],0
2807512,1,2807511,Humisphaera borealis,"",bacteria,false,,,,3.090483166138194,1,,,91.391,151.0,10^-72.6739,,,,,,,,,,,,,,,,,,0
2779867,2,2779867,Actinomortierella,"",eukaryota,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,63.6,33.0,10^-4.75449,,,,,[90253],0
90253,1,2779867,Actinomortierella wolfii,"",eukaryota,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,63.6,33.0,10^-4.75449,,,,,,0
2742598,2,2742598,Limosilactobacillus,"",bacteria,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,62.8,43.0,10^-10.1624,,,,,[1769424],0
1769424,1,2742598,Limosilactobacillus caviae,"",bacteria,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,62.8,43.0,10^-10.1624,,,,,,0
2714348,2,2714348,Myathropa,"",eukaryota,false,,,,3.090483166138194,1,,,93.22,59.0,10^-22.3043,,,,,,,,,,,,,,,,,[2714349],0
2714349,1,2714348,Myathropa florea,"",eukaryota,false,,,,3.090483166138194,1,,,93.22,59.0,10^-22.3043,,,,,,,,,,,,,,,,,,0
2676858,2,2676858,Chakrabartia,"",bacteria,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,86.0,50.0,10^-18.9706,,,,,[2056873],0
2056873,1,2676858,Chakrabartia godavariana,"",bacteria,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,86.0,50.0,10^-18.9706,,,,,,0
2676247,2,2676247,Aquirufa,"",bacteria,false,,,,3.090483166138194,1,,,76.744,43.0,10^-3.22846,,,,,,,,,,,,,,,,,[2516559],0
2516559,1,2676247,Aquirufa antheringensis,"",bacteria,false,,,,3.090483166138194,1,,,76.744,43.0,10^-3.22846,,,,,,,,,,,,,,,,,,0
2585208,2,2585208,Trichonephila,"",eukaryota,false,,,,,,,,,,,,,,,,24.723865329105553,8,,,63.1625,49.0,10^-12.3662,,,,,"[2747482, 2585209]",0
2747482,1,2585208,Trichonephila inaurata,golden orb-web spider,eukaryota,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,93.9,49.0,10^-22.9469,,,,,,0
2585209,1,2585208,Trichonephila clavipes,"",eukaryota,false,,,,,,,,,,,,,,,,21.633382162967358,7,,,58.7714,49.0,10^-10.8546,,,,,,0
2490452,2,2490452,Serpentinimonas,"",bacteria,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,93.8,48.0,10^-22.1805,,,,,[1458425],0
1458425,1,2490452,Serpentinimonas raichei,"",bacteria,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,93.8,48.0,10^-22.1805,,,,,,0
2338589,2,2338589,Anaretella,"",eukaryota,false,,,,15.45241583069097,5,1,4,97.4408,294.2,10^-147.018,,,,,,,,,,,,,,,,,[2338590],0
2338590,1,2338589,Anaretella iola,"",eukaryota,false,,,,15.45241583069097,5,1,4,97.4408,294.2,10^-147.018,,,,,,,,,,,,,,,,,,0
2069291,2,2069291,Abscondita,"",eukaryota,false,,,,,,,,,,,,,,,,24.723865329105553,8,,,81.0809,65.5,10^-30.2382,,,,,[2069292],0
2069292,1,2069291,Abscondita terminalis,"",eukaryota,false,,,,,,,,,,,,,,,,24.723865329105553,8,,,81.0809,65.5,10^-30.2382,,,,,,0
2055673,2,2055673,Stetholus,"",eukaryota,false,,,,6.180966332276388,2,,,85.52,221.0,10^-57.1325,,,,,,,,,,,,,,,,,[2055674],0
2055674,1,2055673,Stetholus sp. CSR094,"",eukaryota,false,,,,6.180966332276388,2,,,85.52,221.0,10^-57.1325,,,,,,,,,,,,,,,,,,0
2055135,2,2055135,Anaeramoeba,"",eukaryota,false,,,,,,,,,,,,,,,,6.180966332276388,2,,,56.1,41.0,10^-6.10458,,,,,[1746090],0
1746090,1,2055135,Anaeramoeba ignava,"",eukaryota,false,,,,,,,,,,,,,,,,6.180966332276388,2,,,56.1,41.0,10^-6.10458,,,,,,0
2038651,2,2038651,Auanema,"",eukaryota,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,61.7,47.0,10^-8.96257,,,,,[2878363],0
2878363,1,2038651,Auanema sp. JU1783,"",eukaryota,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,61.7,47.0,10^-8.96257,,,,,,0
2038303,2,2038303,Nothodixa,"",eukaryota,false,,,,,,,,,,,,,,,,6.180966332276388,2,,,69.136,81.0,10^-34.0555,,,,,[2662507],0
2662507,1,2038303,Nothodixa atrovittata,"",eukaryota,false,,,,,,,,,,,,,,,,6.180966332276388,2,,,69.136,81.0,10^-34.0555,,,,,,0
2015172,2,2015172,Ooceraea,"",eukaryota,false,,,,,,,,,,,,,,,,12.361932664552777,4,,,87.6905,73.0,10^-36.4457,,,,,[2015173],0
2015173,1,2015172,Ooceraea biroi,clonal raider ant,eukaryota,false,,,,,,,,,,,,,,,,12.361932664552777,4,,,87.6905,73.0,10^-36.4457,,,,,,0
1985927,2,1985927,Ignelater,"",eukaryota,false,,,,,,,,,,,,,,,,33.99531482752013,11,2,8,65.5018,65.0,10^-22.6055,,,,,[2038154],0
2038154,1,1985927,Ignelater luminosus,"",eukaryota,false,,,,,,,,,,,,,,,,33.99531482752013,11,2,8,65.5018,65.0,10^-22.6055,,,,,,0
1980421,2,1980421,Phasivirus,"",viruses,false,,,,46.35724749207291,15,1,4,89.1815,121.4,10^-33.2417,,,,,,1866.6518323474693,604,17,558,61.7476,712.725,10^-203.586,,,,,"[3052633, 3052631, 3052630, 3052628, 2980575, 2755150]",0
3052633,1,1980421,Phasivirus wutaiense,"",viruses,false,,,,12.361932664552777,4,1,4,81.955,266.0,10^-54.8041,,,,,,9.271449498414583,3,,,57.7667,49.6667,10^-10.4064,,,,,,0
3052631,1,1980421,Phasivirus phasiense,"",viruses,false,,,,12.361932664552777,4,,,90.4995,58.5,10^-19.9163,,,,,,525.3821382434929,170,7,151,63.3283,224.953,10^-86.1697,,,,,,0
3052630,1,1980421,Phasivirus parryense,"",viruses,false,,,,12.361932664552777,4,,,94.8197,54.75,10^-17.0786,,,,,,,,,,,,,,,,,,0
3052628,1,1980421,Phasivirus guadeloupeense,"",viruses,false,,,,,,,,,,,,,,,,9.271449498414583,3,,,64.2667,48.6667,10^-12.0482,,,,,,0
2980575,1,1980421,Hameenlinna phasivirus,"",viruses,false,,,,9.271449498414583,3,,,89.542,101.333,10^-43.8097,,,,,,1257.826648618245,407,9,395,61.5484,957.899,10^-264.504,,,,,,0
2755150,1,1980421,Broome phasivirus 1,"",viruses,false,,,,,,,,,,,,,,,,64.90014648890208,21,1,12,53.0227,99.2381,10^-28.3952,,,,,,0
1923958,2,1923958,Trinorchestia,"",eukaryota,false,,,,,,,,,,,,,,,,12.361932664552777,4,,,70.375,55.5,10^-15.9213,,,,,[1923959],0
1923959,1,1923958,Trinorchestia longiramus,"",eukaryota,false,,,,,,,,,,,,,,,,12.361932664552777,4,,,70.375,55.5,10^-15.9213,,,,,,0
