tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,known_pathogen
2843200,2,2843200,Miltoncostaea,"",bacteria,false,,,,2.8622622175662755,1,,,83.951,81.0,10^-24.9114,,,,,,,,,,,,,,,,,[2843216],0
2843216,1,2843200,Miltoncostaea oceani,"",bacteria,false,,,,2.8622622175662755,1,,,83.951,81.0,10^-24.9114,,,,,,,,,,,,,,,,,,0
2767887,2,2767887,Ligilactobacillus,"",bacteria,false,,,,5.724524435132551,2,,,100.0,130.0,10^-76.1698,,,,,,,,,,,,,,,,,[1624],0
1624,1,2767887,Ligilactobacillus salivarius,"",bacteria,false,,,,5.724524435132551,2,,,100.0,130.0,10^-76.1698,,,,,,,,,,,,,,,,,,0
2767881,2,2767881,Fructilactobacillus,"",bacteria,false,,,,,,,,,,,,,,,,34.347146610795306,12,1,12,79.412,68.0,10^-31.0092,,,,,[1625],0
1625,1,2767881,Fructilactobacillus sanfranciscensis,"",bacteria,false,,,,,,,,,,,,,,,,34.347146610795306,12,1,12,79.412,68.0,10^-31.0092,,,,,,0
2706000,2,2706000,Casimicrobium,"",bacteria,false,,,,2.8622622175662755,1,,,93.103,58.0,10^-21.6255,,,,,,,,,,,,,,,,,[2591109],0
2591109,1,2706000,Casimicrobium huifangae,"",bacteria,false,,,,2.8622622175662755,1,,,93.103,58.0,10^-21.6255,,,,,,,,,,,,,,,,,,0
2490452,2,2490452,Serpentinimonas,"",bacteria,false,,,,,,,,,,,,,,,,17.173573305397653,6,1,6,78.571,56.0,10^-26.6021,,,,,[1458425],0
1458425,1,2490452,Serpentinimonas raichei,"",bacteria,false,,,,,,,,,,,,,,,,17.173573305397653,6,1,6,78.571,56.0,10^-26.6021,,,,,,0
2282523,2,2282523,Methylorubrum,"",bacteria,false,,,,11.449048870265102,4,,,96.652,143.5,10^-59.4429,,,,,,5.724524435132551,2,,,98.667,75.0,10^-48.0186,,,,,[223967],0
223967,1,2282523,Methylorubrum populi,"",bacteria,false,,,,11.449048870265102,4,,,96.652,143.5,10^-59.4429,,,,,,5.724524435132551,2,,,98.667,75.0,10^-48.0186,,,,,,0
1912216,2,1912216,Cutibacterium,"",bacteria,false,,,,14.311311087831378,5,,,99.863,146.0,10^-86.8239,,,,,,11.449048870265102,4,,,100.0,48.0,10^-28.3394,,,,,[1747],0
1747,1,1912216,Cutibacterium acnes,"",bacteria,false,,,,14.311311087831378,5,,,99.863,146.0,10^-86.8239,,,,,,11.449048870265102,4,,,100.0,48.0,10^-28.3394,,,,,,0
1868215,2,1868215,Orthopneumovirus,"",viruses,false,,,,8128.8246978882225,2840,3,2835,99.5675,7434.85,10^-306.156,,,,,,8125.962435670656,2839,3,2835,99.7175,1271.05,10^-305.551,,,,,[3049954],1
3049954,1,1868215,Orthopneumovirus hominis,"",viruses,false,,,,8128.8246978882225,2840,3,2835,99.5675,7434.85,10^-306.156,,,,,,8125.962435670656,2839,3,2835,99.7175,1271.05,10^-305.551,,,,,,1
1866885,2,1866885,Mycolicibacterium,"",bacteria,false,,,,,,,,,,,,,,,,2.8622622175662755,1,,,55.9,34.0,10^-3.76195,,,,,[59813],0
59813,1,1866885,Mycolicibacterium novocastrense,"",bacteria,false,,,,,,,,,,,,,,,,2.8622622175662755,1,,,55.9,34.0,10^-3.76195,,,,,,0
1822464,2,1822464,Paraburkholderia,"",bacteria,false,,,,2.8622622175662755,1,,,100.0,50.0,10^-21.69,,,,,,,,,,,,,,,,,[3034358],0
3034358,1,1822464,Paraburkholderia sp. SUR17,"",bacteria,false,,,,2.8622622175662755,1,,,100.0,50.0,10^-21.69,,,,,,,,,,,,,,,,,,0
1778653,2,1778653,Sulfuriferula,"",bacteria,false,,,,2.8622622175662755,1,,,86.986,146.0,10^-61.0233,,,,,,,,,,,,,,,,,[171865],0
171865,1,1778653,Sulfuriferula plumbiphila,"",bacteria,false,,,,2.8622622175662755,1,,,86.986,146.0,10^-61.0233,,,,,,,,,,,,,,,,,,0
1597779,2,1597779,Eleftheria,"",bacteria,false,,,,2.8622622175662755,1,,,88.889,45.0,10^-11.4429,,,,,,,,,,,,,,,,,[1597781],0
1597781,1,1597779,Eleftheria terrae,"",bacteria,false,,,,2.8622622175662755,1,,,88.889,45.0,10^-11.4429,,,,,,,,,,,,,,,,,,0
1522432,2,1522432,Pseudoduganella,"",bacteria,false,,,,11.449048870265102,4,,,89.3077,77.25,10^-27.8797,,,,,,,,,,,,,,,,,"[871742, 864828, 34070]",0
871742,1,1522432,Pseudoduganella flava,"",bacteria,false,,,,5.724524435132551,2,,,90.5555,70.5,10^-24.688,,,,,,,,,,,,,,,,,,0
864828,1,1522432,Pseudoduganella umbonata,"",bacteria,false,,,,2.8622622175662755,1,,,89.535,86.0,10^-33.8058,,,,,,,,,,,,,,,,,,0
34070,1,1522432,Pseudoduganella chitinolytica,"",bacteria,false,,,,2.8622622175662755,1,,,86.585,82.0,10^-28.337,,,,,,,,,,,,,,,,,,0
1330545,2,1330545,Lelliottia,"",bacteria,false,,,,2.8622622175662755,1,,,100.0,146.0,10^-87.0984,,,,,,,,,,,,,,,,,[61646],0
61646,1,1330545,Lelliottia amnigena,"",bacteria,false,,,,2.8622622175662755,1,,,100.0,146.0,10^-87.0984,,,,,,,,,,,,,,,,,,0
