tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,known_pathogen
2974257,2,2974257,Hoylesella,"",bacteria,false,,,,1293.6610608020699,2,,,96.588,111.5,10^-58.0563,,,,,,1940.4915912031047,3,,,98.4,41.6667,10^-17.6182,,,,,"[386414, 28127]",0
386414,1,2974257,Hoylesella timonensis,"",bacteria,false,,,,,,,,,,,,,,,,1293.6610608020699,2,,,98.8,42.0,10^-18.2321,,,,,,0
28127,1,2974257,Hoylesella buccalis,"",bacteria,false,,,,1293.6610608020699,2,,,96.588,111.5,10^-58.0563,,,,,,646.8305304010349,1,,,97.6,41.0,10^-16.3904,,,,,,0
2974251,2,2974251,Segatella,"",bacteria,false,,,,3880.9831824062094,6,,,98.0158,126.0,10^-70.0077,,,,,,3234.152652005175,5,,,99.52,41.2,10^-18.2111,,,,,[28135],0
28135,1,2974251,Segatella oris,"",bacteria,false,,,,3880.9831824062094,6,,,98.0158,126.0,10^-70.0077,,,,,,3234.152652005175,5,,,99.52,41.2,10^-18.2111,,,,,,0
2740557,2,2740557,Pauljensenia,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,87.8,41.0,10^-15.9666,,,,,[3046331],0
3046331,1,2740557,Pauljensenia sp. UMB3104,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,87.8,41.0,10^-15.9666,,,,,,0
2563783,2,2563783,Anaerolactibacter,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,100.0,41.0,10^-16.8697,,,,,[2044573],0
2044573,1,2563783,Anaerolactibacter massiliensis,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,100.0,41.0,10^-16.8697,,,,,,0
2316020,2,2316020,Mediterraneibacter,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,100.0,41.0,10^-20.2449,,,,,[46228],0
46228,1,2316020,[Ruminococcus] lactaris,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,100.0,41.0,10^-20.2449,,,,,,0
1648517,2,1648517,Mesocricetibacter,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,97.6,41.0,10^-14.9626,,,,,[1521930],0
1521930,1,1648517,Mesocricetibacter intestinalis,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,97.6,41.0,10^-14.9626,,,,,,0
1193515,2,1193515,Snodgrassella,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,100.0,24.0,10^-5.65956,,,,,[1196083],0
1196083,1,1193515,Snodgrassella alvi,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,100.0,24.0,10^-5.65956,,,,,,0
572511,2,572511,Blautia,"",bacteria,false,,,,1293.6610608020699,2,,,86.3175,67.0,10^-20.1976,,,,,,,,,,,,,,,,,"[2479767, 33035]",0
2479767,1,572511,Blautia sp. SC05B48,"",bacteria,false,,,,646.8305304010349,1,,,89.091,55.0,10^-16.8453,,,,,,,,,,,,,,,,,,0
33035,1,572511,Blautia producta,"",bacteria,false,,,,646.8305304010349,1,,,83.544,79.0,10^-23.5499,,,,,,,,,,,,,,,,,,0
543311,2,543311,Parvimonas,"",bacteria,false,,,,2587.3221216041397,4,,,99.2063,126.0,10^-72.0663,,,,,,2587.3221216041397,4,,,98.175,41.5,10^-16.8473,,,,,[33033],1
33033,1,543311,Parvimonas micra,"",bacteria,false,,,,2587.3221216041397,4,,,99.2063,126.0,10^-72.0663,,,,,,2587.3221216041397,4,,,98.175,41.5,10^-16.8473,,,,,,1
419014,2,419014,Alloscardovia,"",bacteria,false,,,,,,,,,,,,,,,,1293.6610608020699,2,,,98.7,40.0,10^-16.9146,,,,,[419015],0
419015,1,419014,Alloscardovia omnicolens,"",bacteria,false,,,,,,,,,,,,,,,,1293.6610608020699,2,,,98.7,40.0,10^-16.9146,,,,,,0
416916,2,416916,Aggregatibacter,"",bacteria,false,,,,1293.6610608020699,2,,,98.8095,126.0,10^-71.3801,,,,,,646.8305304010349,1,,,100.0,41.0,10^-16.8539,,,,,"[2866570, 739]",0
2866570,1,416916,Aggregatibacter sp. Marseille-P9115,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,100.0,41.0,10^-16.8539,,,,,,0
739,1,416916,Aggregatibacter segnis,"",bacteria,false,,,,1293.6610608020699,2,,,98.8095,126.0,10^-71.3801,,,,,,,,,,,,,,,,,,0
334107,2,334107,Conchiformibius,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,48.7,39.0,10^-3.55909,,,,,[153493],0
153493,1,334107,Conchiformibius steedae,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,48.7,39.0,10^-3.55909,,,,,,0
265975,2,265975,Oribacterium,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,100.0,41.0,10^-18.9666,,,,,[237576],0
237576,1,265975,Oribacterium sinus,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,100.0,41.0,10^-18.9666,,,,,,0
212742,2,212742,Morococcus,"",bacteria,false,,,,5821.474773609314,9,,,98.1481,126.0,10^-70.2364,,,,,,5821.474773609314,9,,,98.5111,38.0,10^-14.9233,,,,,[1056807],0
1056807,1,212742,Morococcus cerebrosus,"",bacteria,false,,,,5821.474773609314,9,,,98.1481,126.0,10^-70.2364,,,,,,5821.474773609314,9,,,98.5111,38.0,10^-14.9233,,,,,,0
162289,2,162289,Peptoniphilus,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,97.6,42.0,10^-15.6308,,,,,[33031],0
33031,1,162289,Peptoniphilus lacrimalis,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,97.6,42.0,10^-15.6308,,,,,,0
150022,2,150022,Finegoldia,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,100.0,40.0,10^-18.9469,,,,,[1260],1
1260,1,150022,Finegoldia magna,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,100.0,40.0,10^-18.9469,,,,,,1
123375,2,123375,Solobacterium,"",bacteria,false,,,,,,,,,,,,,,,,5174.6442432082795,8,,,98.9625,40.625,10^-16.9272,,,,,"[2060878, 747375, 102148]",0
2060878,1,123375,Solobacterium sp.,"",bacteria,false,,,,,,,,,,,,,,,,1940.4915912031047,3,,,100.0,41.6667,10^-19.6632,,,,,,0
747375,1,123375,uncultured Solobacterium sp.,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,100.0,41.0,10^-18.4855,,,,,,0
102148,1,123375,Solobacterium moorei,"",bacteria,false,,,,,,,,,,,,,,,,2587.3221216041397,4,,,97.925,39.75,10^-14.4857,,,,,,0
44259,2,44259,Filifactor,"",bacteria,false,,,,646.8305304010349,1,,,100.0,126.0,10^-73.4386,,,,,,646.8305304010349,1,,,100.0,41.0,10^-16.0783,,,,,[143361],0
143361,1,44259,Filifactor alocis,"",bacteria,false,,,,646.8305304010349,1,,,100.0,126.0,10^-73.4386,,,,,,646.8305304010349,1,,,100.0,41.0,10^-16.0783,,,,,,0
43996,2,43996,Catonella,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,100.0,41.0,10^-18.9547,,,,,[2799636],0
2799636,1,43996,Catonella massiliensis,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,100.0,41.0,10^-18.9547,,,,,,0
39948,2,39948,Dialister,"",bacteria,false,,,,1293.6610608020699,2,,,99.603,126.0,10^-72.7525,,,,,,1293.6610608020699,2,,,100.0,41.0,10^-17.5369,,,,,[39950],0
39950,1,39948,Dialister pneumosintes,"",bacteria,false,,,,1293.6610608020699,2,,,99.603,126.0,10^-72.7525,,,,,,1293.6610608020699,2,,,100.0,41.0,10^-17.5369,,,,,,0
32257,2,32257,Kingella,"",bacteria,false,,,,,,,,,,,,,,,,1940.4915912031047,3,,,100.0,41.3333,10^-18.0823,,,,,"[504, 502]",2
504,1,32257,Kingella kingae,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,100.0,42.0,10^-18.2668,,,,,,1
502,1,32257,Kingella denitrificans,"",bacteria,false,,,,,,,,,,,,,,,,1293.6610608020699,2,,,100.0,41.0,10^-17.99,,,,,,1
32207,2,32207,Rothia,"",bacteria,false,,,,646.8305304010349,1,,,100.0,104.0,10^-58.4259,,,,,,,,,,,,,,,,,[43675],0
43675,1,32207,Rothia mucilaginosa,"",bacteria,false,,,,646.8305304010349,1,,,100.0,104.0,10^-58.4259,,,,,,,,,,,,,,,,,,0
32008,2,32008,Burkholderia,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,80.5,41.0,10^-14.5317,,,,,[488447],0
488447,1,32008,Burkholderia contaminans,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,80.5,41.0,10^-14.5317,,,,,,0
29465,2,29465,Veillonella,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,100.0,42.0,10^-20.7825,,,,,[29466],0
29466,1,29465,Veillonella parvula,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,100.0,42.0,10^-20.7825,,,,,,0
1763,2,1763,Mycobacterium,"",bacteria,false,,,,,,,,,,,,,,,,1293.6610608020699,2,,,97.55,41.5,10^-21.6195,,,,,[1773],1
1773,1,1763,Mycobacterium tuberculosis,"",bacteria,false,,,,,,,,,,,,,,,,1293.6610608020699,2,,,97.55,41.5,10^-21.6195,,,,,,1
1716,2,1716,Corynebacterium,"",bacteria,false,,,,12936.6106080207,20,,,99.446,121.1,10^-69.2034,,,,,,12936.6106080207,20,,,98.86,39.25,10^-15.8364,,,,,"[2968468, 2594913, 1881619, 1739292, 1739291, 1231000, 1078764, 43765, 38289]",0
2968468,1,1716,Corynebacterium sp. 5QC2CO,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,100.0,42.0,10^-16.1871,,,,,,0
2594913,1,1716,Corynebacterium sanguinis,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,100.0,42.0,10^-15.8928,,,,,,0
1881619,1,1716,Corynebacterium sp. S1S1,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,90.0,40.0,10^-9.54212,,,,,,0
1739292,1,1716,Corynebacterium sp. HMSC063F04,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,95.2,42.0,10^-16.9031,,,,,,0
1739291,1,1716,Corynebacterium sp. HMSC061H03,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,100.0,23.0,10^-5.73755,,,,,,0
1231000,1,1716,Corynebacterium lactis,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,100.0,41.0,10^-17.5513,,,,,,0
1078764,1,1716,Corynebacterium sp. HFH0082,"",bacteria,false,,,,,,,,,,,,,,,,646.8305304010349,1,,,97.6,42.0,10^-18.4001,,,,,,0
43765,1,1716,Corynebacterium amycolatum,"",bacteria,false,,,,5174.6442432082795,8,,,99.2103,115.25,10^-64.9036,,,,,,7761.966364812419,12,,,99.5333,39.3333,10^-16.5811,,,,,,0
